idx,node00,node01,node02,node03,node04,node05,node06,node07,node08,node09,node10,node11,node12,node13,node14,node15,node16,node17,node18,node19,node20,node21,node22,node23,node24,node25,node26,node27,coupling_X,rep_Y
10,0.71749274692796,1.0540694131114907,0.7760727454750074,0.918135864830442,1.1415570373510047,1.2601193095238035,0.9755528003662123,1.018351630378909,1.0068172087345908,0.9283439023229949,0.9868555669203921,0.6661849280154848,1.225285816630163,1.1898727127493332,1.1644793246431977,0.5562686745305919,1.0831100937620146,1.442085811412096,1.3048117101773653,1.1409398516984683,1.5073881957011694,0.48452842737473156,0.7129383513861728,0.8452265196984929,0.9234692304595573,1.169422952900527,0.8411995783372114,0.8526078733666917,100,1
11,0.9999862021006699,1.3391579045729927,1.0245982563132652,1.2246499355629274,1.4136933845479966,1.4500769648673446,1.2548645043073476,1.3149755123933693,1.295668253692444,1.209273830138603,1.2429189570068935,0.8289802782001426,1.484108073588031,1.4739986024146787,1.4509054968376605,0.7286525000574299,1.3073278562345398,1.5699799288532441,1.5082409903241178,1.4270334128182545,1.684502115426218,0.7357524886588342,0.9287484775250837,0.9580560011419625,1.078775583578905,1.388664967101056,0.9876036746743346,1.036322238673576,100,1
12,1.1908694320665785,1.5513178651922008,1.1795510566441665,1.4529590542711484,1.6102291235756134,1.5441904239325273,1.4653601798941447,1.531425427277962,1.5116484538713397,1.4255313775475715,1.4324003454659373,0.9006980329559117,1.6612154912303196,1.6697672243238735,1.6543401277924124,0.8095834941359773,1.4645007127331024,1.613569369349988,1.630005054704474,1.6232306190904024,1.7624591151306153,0.8946690135393401,1.0502958982534414,0.9822664240893543,1.1392282704654466,1.535641658955896,1.0408194472982013,1.1261230322766445,100,1
13,1.2881949275107225,1.6805310967448488,1.2428195237589919,1.59462211706003,1.721886043405003,1.5432159879350522,1.5972790601321958,1.658993604716948,1.6449818139389167,1.566892278732809,1.5464130493903436,0.8906464081596874,1.748793524616888,1.7697180232944707,1.7659328183216092,0.8094378896858498,1.547203673670758,1.5714076833098116,1.6647427329217126,1.7227999185727625,1.739934869660631,0.9659094443898185,1.0829837086624419,0.9278180374130546,1.1123134213629007,1.6034292446908747,1.0093761505657786,1.1281119369620465,100,1
14,1.298177661710549,1.7230486264259135,1.2233400882106775,1.6480746120515581,1.7453703327191612,1.4540969851016987,1.6467301181788334,1.6956431893728783,1.6921518467249128,1.6285566734027892,1.5814988227270292,0.8134175046122936,1.7453204716645476,1.773209471074498,1.7836936939063146,0.7436107447879967,1.5530160373141748,1.447440236830445,1.6129414041028085,1.7261617891762442,1.6220672515145491,0.9610568233916768,1.0383323687620865,0.8094377473186184,1.010859903527008,1.590469872956802,0.9071531060247732,1.053919557600394,100,1
15,1.230431254886927,1.6790595966886601,1.1321269174296944,1.6154632943977303,1.6813344716966183,1.286877427685293,1.6135630808579886,1.6433649985226213,1.65363886600535,1.60936616412672,1.5377600222177166,0.6841291708648227,1.6533791474156045,1.6838285473684613,1.7098998274496413,0.6276427219734951,1.4828819690058908,1.249296030204061,1.4790927973312205,1.6377755097981277,1.4179952430253653,0.8930618244507562,0.9292176867988474,0.6427415189570126,0.8488463684688338,1.4988881295276266,0.749133784059067,0.916540573891315,100,1
16,1.0951249970413213,1.5515641738346995,0.979859444774748,1.50115427686458,1.5334163585756622,1.053180352033717,1.5003647436330558,1.506883194868438,1.5327453644050275,1.5109875789989677,1.417988516231449,0.5161867742117854,1.4784009875865747,1.5079696152965625,1.5497244531114602,0.4753077235556067,1.3403475535163465,0.9875308911175505,1.2706329036088815,1.4645288470843068,1.1397094462425286,0.774010053213467,0.7677600310185408,0.4407027076190551,0.6396299800667439,1.3334250686595235,0.5495434553463694,0.7282468634527646,100,1
17,0.9021843230916269,1.3461568810992377,0.7765483809711927,1.3114234016852533,1.3081400812683242,0.7657338094447393,1.3123890761063945,1.2933139472031006,1.335265965383834,1.3376298994317692,1.2274899135322554,0.3205557962695068,1.229185002420956,1.254017170186752,1.310934382296502,0.29793572643588273,1.1317427178656747,0.6751836382768406,0.997399247680104,1.2150539652058123,0.8017580117420127,0.6144128812189473,0.5649361537490354,0.21328156217713207,0.39606017186835785,1.1011561825163128,0.32113562974946486,0.500192872438043,100,1
18,0.6617931809951514,1.0713872396720439,0.5321410683789023,1.054795052049514,1.0152307354771537,0.4385006903267944,1.0578920166767116,1.0124903275802792,1.069756425784487,1.0970865430155607,0.9743009831167392,0.10632199039650408,0.9180306795051791,0.9327691087583677,1.0041039371446085,0.10432291141485105,0.8662080261579173,0.32677069854028895,0.671750810971341,0.9001413948237319,0.42066586477285967,0.42158694806802566,0.3311608017813793,-0.02935982090906219,0.1308694066362369,0.8117948179487503,0.0750213793260787,0.24391260373338663,100,1
19,0.3852128784636655,0.7392573262704037,0.25753910239085104,0.7426685262860254,0.6681605377549306,0.0873316189610383,0.7481692155693284,0.6774134843082458,0.7479810789730488,0.8009291168259052,0.6694628408281916,-0.11740648375189086,0.5584005818626404,0.5593111073192009,0.6430201053941254,-0.09761652747184754,0.5546884630434582,-0.041622494638895176,0.3094666849025944,0.534474667195363,0.014636614871034572,0.20149393662990953,0.077313356716713,-0.27496517646151425,-0.14302475624015262,0.4781132173997146,-0.17802038754686292,-0.027325214778950908,100,1
20,0.08544968622498114,0.36537280479956447,-0.034483200022531135,0.3897116570928069,0.28394679936623474,-0.2698146473419787,0.3975497443311362,0.3043138068017879,0.3852824617810871,0.4622187923689452,0.3271063642927876,-0.3397289627751392,0.16531694683305298,0.1530110432589579,0.24492797777654332,-0.2987018464740659,0.21045381760460563,-0.4114392877999913,-0.0704845501505859,0.13684510939186,-0.39606093143764015,-0.036530387139592654,-0.18425447603631656,-0.5096906814691411,-0.4118602540110897,0.11630742102203485,-0.42562740518395986,-0.2991659392930638,100,1
21,-0.22261190783302073,-0.03152498949247111,-0.32910285991037963,0.013573248844457913,-0.11840360359112988,-0.614032087772999,0.023602983552067906,-0.0878252395015211,0.00026468307790653706,0.09555783571622525,-0.03589229045945168,-0.5480210988677132,-0.24193665985934223,-0.26485675142298937,-0.1699755124005077,-0.4880336119925438,-0.1496433696906474,-0.762279825560173,-0.44816493671625346,-0.27184379854208934,-0.7893540183916344,-0.27920009577475746,-0.43961345459710466,-0.7193485752556441,-0.661061370004416,-0.25475592871856434,-0.6536544898028731,-0.5575474724379985,100,1
22,-0.5226536012327226,-0.43046523997760483,-0.6099790395910566,-0.3658087811637238,-0.5185631294501223,-0.9265112948517172,-0.35357499998497705,-0.478160909203187,-0.3865167058447743,-0.2811679868698711,-0.4006726584262212,-0.7292712353791384,-0.6407541020914772,-0.6724008224414046,-0.5796596115345162,-0.6537879066705122,-0.506157100472999,-1.073492906819963,-0.8037356843688024,-0.6698821181537212,-1.1426514139173363,-0.5118312101026786,-0.6742344288492318,-0.8906215648649908,-0.8760915920418665,-0.6152143941996482,-0.8476873131368219,-0.7888551005009372,100,1
23,-0.7977314632902976,-0.8092392350164411,-0.8604652422082599,-0.7272295314950092,-0.8947108136405426,-1.189008200030522,-0.7131137084315923,-0.8451131902488287,-0.7539802235270786,-0.6475444971783751,-0.7473478835537392,-0.8713215556125727,-1.0077648767511778,-1.0473454958731854,-0.961430518732971,-0.7844800924201603,-0.838816377530154,-1.3258460835746981,-1.1171911867984732,-1.0353587845592023,-1.4345522378876054,-0.7200173332930363,-0.8740221692302884,-1.0120109775438983,-1.0434690731005625,-0.9451320227200987,-0.9946270726429811,-0.9793809333869696,100,1
24,-1.031410594152104,-1.1457328341962172,-1.0652091765818281,-1.0497439036405465,-1.2247444255196076,-1.3853551665426338,-1.0347276609085314,-1.1675104939500827,-1.0814368236473597,-0.9820073643890975,-1.055997932085735,-0.9638531596597834,-1.320551302502019,-1.36791437413046,-1.2930025185625107,-0.870450115148337,-1.1278621260088024,-1.5032103003872879,-1.369353767221928,-1.3471919725937374,-1.646491822972922,-0.8903730391865314,-1.0261296212654534,-1.0745777538583998,-1.1518984200629423,-1.2251957347909144,-1.083802517738202,-1.1162570386809314,100,1
25,-1.2090989987764014,-1.4196118122800492,-1.211306061459462,-1.3140702496187457,-1.488132255662005,-1.5028769785045546,-1.2994817382861499,-1.4257590217233787,-1.3495102728164783,-1.2634718314699227,-1.3078032817165919,-0.9992999212212477,-1.559346722431612,-1.6143072455667582,-1.5538357980119475,-0.9047340414412868,-1.3552571917176783,-1.5936033599391588,-1.5437663083674433,-1.5865076915721077,-1.7641115906855798,-1.0112601493830238,-1.1198969776098324,-1.0723567664256866,-1.1929873004493978,-1.4380285707680536,-1.1077681929528682,-1.189142208211462,100,1
26,-1.3190903006103671,-1.6137023168136007,-1.2885498624480944,-1.5035235271491074,-1.6673487150273183,-1.5321100584288019,-1.4907711040813745,-1.6032054916831564,-1.5413701348240723,-1.4735320213310004,-1.4865266236663488,-0.9733958414283506,-1.708896143474951,-1.7701121439446674,-1.7268537756058124,-0.8832410132552351,-1.5059788393149156,-1.5892917076593116,-1.628014479759447,-1.7378107446721482,-1.7780575316949359,-1.073520347826075,-1.1475188962497291,-1.0027970335666896,-1.161587071627508,-1.5694882344695396,-1.062818438251185,-1.1908180128482149,100,1
27,-1.3530327961770727,-1.714880825713023,-1.2894713130331805,-1.6050644764075421,-1.749227838700175,-1.4672379819958232,-1.5957302775877207,-1.6874676385926788,-1.6440143962527376,-1.5980040925955383,-1.579806793077779,-0.8851230342257789,-1.7591390334212373,-1.8234224443702458,-1.7997684633354152,-0.8047595179644792,-1.5691666994160784,-1.4871989550654334,-1.6140680568547565,-1.789245737668919,-1.684597152446827,-1.070858599335518,-1.104320928807383,-0.8671853336504969,-1.0563275044008786,-1.6094623926630351,-0.9494153944064385,-1.1173395290023007,100,1
28,-1.3061546545788898,-1.7146782739067274,-1.2100789516997112,-1.6103018187180203,-1.7260712172218442,-1.3084645429463764,-1.6062186463323014,-1.6712957832834878,-1.649146240368058,-1.6276456002819149,-1.5797905571808162,-0.7360731469122892,-1.704219933284009,-1.76793931564777,-1.765628488065384,-0.6705017648667317,-1.5384866142377365,-1.291154142964904,-1.4991011632010718,-1.733629397768612,-1.4878487893323147,-1.0002145268968525,-0.9893117236556356,-0.670348745492004,-0.8798815740170733,-1.5523759291087573,-0.7714347419945954,-0.9685916564370172,100,1
29,-1.1777922701785617,-1.609971693649566,-1.051034045979216,-1.5160609758385286,-1.5965446214307555,-1.0641928365243718,-1.5190315474673297,-1.553174615875866,-1.553689914847322,-1.558215270760071,-1.4833726242041771,-0.5302441030196021,-1.543935621297073,-1.6046410883614979,-1.6238660468678192,-0.4838696033877,-1.4123323039813083,-1.014588687918584,-1.2878791981802786,-1.5714114931390877,-1.2034096031401913,-0.8623112388500134,-0.8057097427349974,-0.42016862060879123,-0.6390380848858109,-1.3980804770115456,-0.5348967836176525,-0.7491681278136184,100,1
30,-0.9722777351984249,-1.4051360628064367,-0.8190618432244967,-1.3257734817835842,-1.3679374113958176,-0.7520653623463689,-1.3365999117200906,-1.3389937196913715,-1.3610760407108888,-1.391110601286371,-1.2933808638536495,-0.2753876810208505,-1.2881026229138959,-1.3449072185374458,-1.3832831840985764,-0.2516339887943198,-1.195521197788105,-0.680391668040318,-0.9955562701993974,-1.3138310208200983,-0.858943051570796,-0.6617909513124601,-0.5607694319341192,-0.12789397815931275,-0.34510978293342515,-1.1537323951217708,-0.24918481503320913,-0.4692772379348915,100,1
31,-0.699853629419159,-1.115400877642323,-0.5273399814145041,-1.0521319552104913,-1.059174367787557,-0.39797147340492317,-1.069397429990062,-1.0447210671994767,-1.0839182212137086,-1.1358461159542963,-1.0211472263007284,0.01589177690059403,-0.9591843267885587,-1.0129979337999264,-1.0650138910585545,0.015234584769110306,-0.9024040447629215,-0.3175869356850695,-0.6482748113893838,-0.9845558102179938,-0.48942953903877856,-0.40709901199494575,-0.2657877560378949,0.19155173984218182,-0.0138864387495183,-0.8366391379181743,0.07144766573265691,-0.1445226051990565,100,1
32,-0.3770447992416249,-0.7677761039367891,-0.19366453410635215,-0.7183449831504333,-0.7004608968576272,-0.032038677708718426,-0.7383777745812405,-0.6969429806995323,-0.7457847020163768,-0.8124498604978844,-0.6877995548540069,0.3272256706964258,-0.5907074020163597,-0.6435432081157302,-0.701228782669147,0.30251773824683414,-0.5575919001339732,0.043163408953090995,-0.2788706451407648,-0.6175313164562536,-0.13000420901316875,-0.11051051768642295,0.06374941843504138,0.5203999699616594,0.3355547838588781,-0.47503116393404243,0.40917213416052206,0.20569247394356888,100,1
33,-0.02565162262873433,-0.39679435451923695,0.1609030905452103,-0.3553134546663061,-0.3277398044144167,0.3168252600115781,-0.3734012739959581,-0.32886671328911743,-0.3785237747815009,-0.45005216366608064,-0.3220866816747198,0.6405577260332314,-0.2202791263750081,-0.27415054331677896,-0.32881013917990576,0.5942735260299111,-0.19148279819310904,0.37415248198495704,0.08029471575742032,-0.24982598694403085,0.1903880270782855,0.21221127680224536,0.4091037812954116,0.8395415886375389,0.6825968199803408,-0.10286308305650231,0.7445701439228678,0.5600833622689451,100,1
34,0.32987376499045146,-0.037029881789003606,0.5128390642539296,0.004550613464243129,0.02500354426928065,0.6252285922751417,-0.00719113547690354,0.02637545820427952,-0.015587013189416478,-0.08139458605613555,0.044485988135033926,0.9377108346197732,0.11933468208179182,0.06255416510423291,0.01846399271511539,0.8740786021503669,0.1657529828586663,0.6541806916565407,0.40268755214640806,0.08658693382995733,0.45254144010934144,0.5428042418272752,0.7500013095498366,1.1300195219710465,1.0066868743655668,0.24827500708533273,1.0580702958510175,0.8973236302051824,100,1
35,0.665632232884586,0.28334002900531324,0.8389475832136796,0.3334668144682258,0.3315914159913438,0.877019532939474,0.33108916064354693,0.341605293559543,0.31437848849835454,0.26337843052971466,0.38323456600187067,1.2014097416116205,0.405257159272549,0.3439026558265288,0.31557731498606084,1.1259903243272504,0.4881674665911571,0.8698186986443092,0.6698904679314694,0.36949696946636895,0.6470015408439139,0.8619599270882375,1.0662869162604036,1.3744044963870778,1.2887162910730856,0.5542694923644416,1.3312302847110271,1.1976400162554188,100,1
36,0.9608288056074451,0.5456594390218495,1.119346636377807,0.6116602306955057,0.575895271721625,1.0625827913989725,0.6196730690206154,0.5986075052642342,0.5909453073856525,0.5609154901956636,0.6722871809911612,1.4161204815168302,0.6250889647014922,0.5580629164811244,0.5481164250515468,1.3352371559287233,0.7565127953828236,1.0145031254051966,0.8714786234581836,0.5870448203726706,0.7717982532692975,1.1509142732259867,1.3393229294386138,1.55774385508901,1.512185119746871,0.7996828745762271,1.5477681820940719,1.4438695678622975,100,1
37,1.1990572329463531,0.740591204019179,1.3387376092992622,0.8276112715028675,0.7508042197113834,1.177160915994393,0.8450269175230661,0.7880416285129067,0.802300139567799,0.7962233849139865,0.8976527253723241,1.5686545479850655,0.7748746574176366,0.7018273058081583,0.7106428698357022,1.4887390799636626,0.9590020626870978,1.0866587336323692,1.0032800841491196,0.7356056545274124,0.8296492238946886,1.3926263861541917,1.553036644226224,1.6681412058998848,1.6638300302152516,0.9764565644592051,1.6942569604763,1.6219207274752325,100,1
38,1.36838460630364,0.8657548109567623,1.4863508618873045,0.9762270877150638,0.8555722623823204,1.2195228415732322,1.0004359414881518,0.9072802054195045,0.9435351979143772,0.961723062455106,1.0519812791811398,1.6487458559505865,0.8560086622042358,0.7774920765617009,0.803744233787786,1.5758147211719942,1.0900612378596495,1.0879923199967476,1.0652095202202172,0.8167962941143404,0.8256574921844838,1.572420525445274,1.6944222069095203,1.697425041395367,1.733968797879874,1.0816974095077392,1.7605426518446614,1.7210398444080133,100,1
39,1.4610248860437745,0.9230078081069685,1.555413434137478,1.0565239871503769,0.8931933842735605,1.1910513464061132,1.083854328886325,0.9578142114602952,1.0142855512882982,1.0550716193557952,1.1327703965596416,1.6498117554990757,0.8725969025657878,0.7903156684679729,0.831474263488533,1.5890173524369087,1.1483731432605542,1.0224596367827017,1.059560842262789,0.8350415206169914,0.7659603707630994,1.6786097139767666,1.7538758577569824,1.641792128088287,1.7169842542714642,1.1159641243198217,1.7403056124144616,1.7342866484356567,100,1
40,1.4731730000840488,0.9164153467041595,1.5428284767533034,1.0699832023921318,0.8686018775010855,1.0952773457495713,1.0963857138804334,0.9434509942453853,1.0169447186181193,1.0774721124970248,1.1410683517247773,1.569417962526551,0.830011746300608,0.7468088959711751,0.799608430525858,1.5247967331945298,1.135522199744689,0.8961566831345663,0.9902323145558385,0.796100449446712,0.6573623588270885,1.7032600399978872,1.7258840610544808,1.5020465364662428,1.6117047634495774,1.0821478564443985,1.6317970594867894,1.6590391835708973,100,1
41,1.4049175624302417,0.8511675521263738,1.4490753527818763,1.019703150276086,0.7878321129063879,0.9379463135097097,1.0415045520901833,0.8694895345477278,0.9557134329561454,1.0326429564075297,1.0804929260650047,1.4094153971949162,0.7347787919909431,0.6539874283572783,0.7148731848107905,1.383846748766997,1.0554761581578034,0.717629905830911,0.8627327049604071,0.706577708098861,0.5076667258331008,1.6427648343039316,1.6096142644137494,1.2835657784029402,1.4215983163822008,0.9848713676928551,1.438242131725216,1.4972520984763085,100,1
42,1.2601609206902002,0.7334546051855204,1.2782528772044301,0.9102499562332977,0.6578829041331434,0.727214528066632,0.9246206778540431,0.7424317218946184,0.8364580964969491,0.9261741401127688,0.9566264445012848,1.1766075714870943,0.5945037372947221,0.5193118208087297,0.5846961212891989,1.1715533704650087,0.9144753943635681,0.4972890335332465,0.684288908070641,0.5738160385439852,0.32579407778630437,1.4981184500810145,1.4090103090146835,0.9964176662876858,1.1547526073504937,0.8305485145208614,1.1677834344590587,1.2568090742455604,100,1
43,1.0473713757168777,0.5708563191206705,1.0381262840778072,0.7478880738754161,0.4869316696114121,0.47370643643850774,0.7529954308286467,0.5701138918836416,0.6669046502439477,0.7653334738279959,0.7770856604348775,0.8825625363587594,0.41705878869128277,0.35098875375755295,0.4172536021228402,0.8978358143695027,0.7208531018034369,0.2463518402235552,0.46384902016096347,0.4055949330285152,0.12149632444289356,1.2749859753665382,1.1327689037921678,0.6549519700444859,0.8238204047359897,0.6274691245283054,0.8330970164555793,0.9510589978543236,100,1
44,0.7791327826015181,0.37261032665865956,0.7400578940875245,0.5407724679824283,0.28452717834341834,0.19038105616263096,0.5359380595351908,0.362154053056894,0.456433300244792,0.5591325475308324,0.5518020014470925,0.541239414725709,0.21105942396399668,0.15848007160702154,0.22187224830805524,0.5754389982347049,0.4848047148969371,-0.02282834371037514,0.21259047420647095,0.21045477958503195,-0.0944008291847774,0.9834212144591216,0.7941017533251462,0.2763761964913369,0.44578239596737107,0.3859560514001177,0.4508402955018974,0.5937789565636215,100,1
45,0.4685733396137192,0.14953938720555476,0.3989288359786512,0.29915788042264896,0.06165451237209188,-0.10777597969061364,0.28493292935033826,0.1299650406325785,0.2159778931969465,0.31847170240723033,0.29307027699017735,0.1682609970422612,-0.012640626917633938,-0.04731452117919216,0.009344711368575252,0.21926473635835794,0.21876515210235598,-0.2957586334332331,-0.055767084242180257,-0.0012506414012599155,-0.3096904143175405,0.6375428418522475,0.4099912272477391,-0.11988713587199143,0.04061359203148376,0.11915579616156435,0.04085906685082834,0.1989138921463356,100,1
46,0.12899847303463477,-0.08620480237175951,0.03267683024290113,0.035505598479244734,-0.16927278582501945,-0.4041592552076336,0.013660490856368633,-0.11369862954843538,-0.04155011943716093,0.05626232903811745,0.015303728115747636,-0.2177858932585848,-0.2409831348940915,-0.2544549286679129,-0.20823004411322935,-0.15279782738214565,-0.062292915270793524,-0.5561361779848448,-0.3258958122626761,-0.21723634527012584,-0.5113455461478187,0.2553639235809407,0.00038002668452605335,-0.5122907971003832,-0.37023793542903977,-0.15725956304986816,-0.37497113096214146,-0.2146344071214205,100,1
47,-0.22277247907657394,-0.3214789588376006,-0.3387885281963341,-0.23568381552798837,-0.39475537251047066,-0.6813866738850599,-0.2623892367465714,-0.3549354362502141,-0.30142402211980107,-0.21277650486603275,-0.26567894017445065,-0.5957161025381663,-0.4599964277422442,-0.4506105594682433,-0.4180152760731882,-0.5204546373302732,-0.34195059999250227,-0.7873984717390745,-0.5821280852700484,-0.42437639153951157,-0.6865456586072093,-0.14233045339175132,-0.41278030419318684,-0.8784516160894444,-0.7644718990518576,-0.4270204710026673,-0.7738426004554093,-0.623258745667859,100,1
48,-0.5664895507227558,-0.5426147169218474,-0.6947077628080593,-0.4985687890980988,-0.6010397650588987,-0.9229237702227489,-0.5271013774238918,-0.5793440164362227,-0.5482717615303769,-0.47297620297709886,-0.533671479077254,-0.943375404820568,-0.6560055792089721,-0.6237694943753197,-0.6071874301280368,-0.8625846881534089,-0.6038827967525203,-0.9743345981576719,-0.8092283087571835,-0.6098078011453315,-0.8236819732869449,-0.533773523909478,-0.8067050153310171,-1.1967938120840125,-1.119681966532131,-0.6746312857481866,-1.1329784972955885,-1.0019947042967412,100,1
49,-0.8810359576998598,-0.7360192271846002,-1.0145003195049855,-0.7375789412795091,-0.7752227039222171,-1.1143547788328048,-0.7649894067004711,-0.7736647509723523,-0.7672841101277367,-0.708949179968854,-0.7729603639668926,-1.2394314050880573,-0.816401698326789,-0.7628312026900699,-0.7637603696320456,-1.1585852984945104,-0.8327395911806491,-1.104341958373526,-0.9930870876192042,-0.7616673691274586,-0.913261818586872,-0.8972771077713239,-1.1587877607577821,-1.4477713677315567,-1.4145588886974054,-0.8856770369944243,-1.4308144402292065,-1.3268740289556706,100,1
50,-1.1465708242328996,-0.8890566445390494,-1.2789760206894565,-0.9386009228832873,-0.9061049450732955,-1.2435071750589324,-0.9618696335904511,-0.9265078236706911,-0.9450324070621436,-0.9066723684851498,-0.9692050623738023,-1.4650892214372082,-0.9302980052195805,-0.858262016737532,-0.8773795671271403,-1.3898615957298737,-1.0147491436166225,-1.1681719993913062,-1.1215775989412449,-0.8697100144987098,-0.9484244265633898,-1.2120440767710703,-1.4477618588633239,-1.6151395360877534,-1.6303500635343546,-1.0472872394206252,-1.648541824943493,-1.5768998330123645,100,1
